"interaction_name","pathway_name","ligand","receptor","agonist","antagonist","co_A_receptor","co_I_receptor","annotation","interaction_name_2","id_cp_interaction","annotation_strategy","source","is_ppi","curator","reactome_complex","reactome_reaction","reactome_pathway","complexPortal_complex","comments","version","modulatory_effect"
"SHMT2+SLC6A9-GLRA1+GLRB","Glycine","Glycine_bySHMT2_and_SLC6A9","Glycine_a1b_complex","","","","","Ligand-Receptor","SHMT2+SLC6A9-GLRA1+GLRB",NA,"curated","uniprot;reactome;IUPHAR","False","JCranley","","","",NA,"","CellPhoneDBcore4.1",""
"SHMT2+SLC6A9-GLRA2","Glycine","Glycine_bySHMT2_and_SLC6A9","Glycine_a2_complex","","","","","Ligand-Receptor","SHMT2+SLC6A9-GLRA2",NA,"curated","uniprot;reactome;IUPHAR","False","JCranley","","","",NA,"","CellPhoneDBcore4.1",""
"GAS6-AXL","Growth arrest","GAS6","AXL","","","","","Ligand-Receptor","GAS6-AXL",NA,"curated","uniprot","True","LGarciaAlonso","","","",NA,"","CellPhoneDBcore<=4.1",""
"GAS6-MERTK","Growth arrest","GAS6","MERTK","","","","","Ligand-Receptor","GAS6-MERTK",NA,"curated","uniprot","True","LGarciaAlonso","","","",NA,"","CellPhoneDBcore<=4.1",""
"GAS6-TYRO3","Growth arrest","GAS6","TYRO3","","","","","Ligand-Receptor","GAS6-TYRO3",NA,"curated","uniprot","True","MCSanchoSerra","","","",NA,"","CellPhoneDBcore<=4.1",""
"GDF1-ACVR1B+ACVR2B","Growth differentiation factor","GDF1","ACVR_1B2B_receptor","","","","","Ligand-Receptor","GDF1-ACVR1B+ACVR2B",NA,"curated","PMID:22710174","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1",""
"GDF10-ACVR1B+ACVR2B","Growth differentiation factor","GDF10","ACVR_1B2B_receptor","","","","","Ligand-Receptor","GDF10-ACVR1B+ACVR2B",NA,"curated","PMID:22710174","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1",""
"GDF11-ACVR1B+ACVR2A","Growth differentiation factor","GDF11","ACVR_1B2A_receptor","","","","","Ligand-Receptor","GDF11-ACVR1B+ACVR2A",NA,"curated","PMID:22710174","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1",""
"GDF11-ACVR1B+ACVR2B","Growth differentiation factor","GDF11","ACVR_1B2B_receptor","","","","","Ligand-Receptor","GDF11-ACVR1B+ACVR2B",NA,"curated","PMID:22710174","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1",""
"GDF11-ACVR2A+TGFBR1","Growth differentiation factor","GDF11","TGFR_AVR2A","","","","","Ligand-Receptor","GDF11-ACVR2A+TGFBR1",NA,"curated","PMID:22710174","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1",""
"GDF11-ACVR2B+TGFBR1","Growth differentiation factor","GDF11","TGFR_AVR2B","","","","","Ligand-Receptor","GDF11-ACVR2B+TGFBR1",NA,"curated","PMID:22710174","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1",""
"GDF2-ACVR2A+ACVRL1","Growth differentiation factor","GDF2","ACVL1_ACVR2A","","","","","Ligand-Receptor","GDF2-ACVR2A+ACVRL1",NA,"curated","PMID:25136781","True","LGarciaAlonso","","","",NA,"","CellPhoneDBcore<=4.1",""
"GDF2-ACVRL1+BMPR2","Growth differentiation factor","GDF2","ACVL1_BMPR2","","","","","Ligand-Receptor","GDF2-ACVRL1+BMPR2",NA,"curated","PMID:22710174","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1",""
"GDF3-ACVR1B+ACVR2B","Growth differentiation factor","GDF3","ACVR_1B2B_receptor","","","","","Ligand-Receptor","GDF3-ACVR1B+ACVR2B",NA,"curated","PMID:22710174","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1",""
"GDF5-ACVR2A+BMPR1A","Growth differentiation factor","GDF5","BMR1A_ACR2A","","","","","Ligand-Receptor","GDF5-ACVR2A+BMPR1A",NA,"curated","PMID:22710174","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1",""
"GDF5-ACVR2A+BMPR1B","Growth differentiation factor","GDF5","BMR1B_AVR2A","","","","","Ligand-Receptor","GDF5-ACVR2A+BMPR1B",NA,"curated","PMID:22710174","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1",""
"GDF5-ACVR2B+BMPR1A","Growth differentiation factor","GDF5","BMR1A_AVR2B","","","","","Ligand-Receptor","GDF5-ACVR2B+BMPR1A",NA,"curated","PMID:22710174","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1",""
"GDF5-ACVR2B+BMPR1B","Growth differentiation factor","GDF5","BMR1B_AVR2B","","","","","Ligand-Receptor","GDF5-ACVR2B+BMPR1B",NA,"curated","PMID:22710174","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1",""
"GDF5-BMPR1B+BMPR2","Growth differentiation factor","GDF5","BMPR1B_BMPR2","","","","","Ligand-Receptor","GDF5-BMPR1B+BMPR2",NA,"curated","PMID:22710174","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1",""
"GDF6-ACVR2A+BMPR1A","Growth differentiation factor","GDF6","BMR1A_ACR2A","","","","","Ligand-Receptor","GDF6-ACVR2A+BMPR1A",NA,"curated","PMID:22710174","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1",""
"GDF6-ACVR2A+BMPR1B","Growth differentiation factor","GDF6","BMR1B_AVR2A","","","","","Ligand-Receptor","GDF6-ACVR2A+BMPR1B",NA,"curated","PMID:22710174","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1",""
"GDF6-ACVR2B+BMPR1B","Growth differentiation factor","GDF6","BMR1B_AVR2B","","","","","Ligand-Receptor","GDF6-ACVR2B+BMPR1B",NA,"curated","PMID:22710174","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1",""
"GDF6-BMPR1A+BMPR2","Growth differentiation factor","GDF6","BMPR1A_BMPR2","","","","","Ligand-Receptor","GDF6-BMPR1A+BMPR2",NA,"curated","PMID:22710174","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1",""
"GDF6-BMPR1B+BMPR2","Growth differentiation factor","GDF6","BMPR1B_BMPR2","","","","","Ligand-Receptor","GDF6-BMPR1B+BMPR2",NA,"curated","PMID:22710174","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1",""
"GDF7-ACVR2A+BMPR1A","Growth differentiation factor","GDF7","BMR1A_ACR2A","","","","","Ligand-Receptor","GDF7-ACVR2A+BMPR1A",NA,"curated","PMID:22710174","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1",""
"GDF7-ACVR2A+BMPR1B","Growth differentiation factor","GDF7","BMR1B_AVR2A","","","","","Ligand-Receptor","GDF7-ACVR2A+BMPR1B",NA,"curated","PMID:22710174","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1",""
"GDF7-ACVR2B+BMPR1A","Growth differentiation factor","GDF7","BMR1A_AVR2B","","","","","Ligand-Receptor","GDF7-ACVR2B+BMPR1A",NA,"curated","PMID:22710174","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1",""
"GDF7-ACVR2B+BMPR1B","Growth differentiation factor","GDF7","BMR1B_AVR2B","","","","","Ligand-Receptor","GDF7-ACVR2B+BMPR1B",NA,"curated","PMID:22710174","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1",""
"GDF7-BMPR1A+BMPR2","Growth differentiation factor","GDF7","BMPR1A_BMPR2","","","","","Ligand-Receptor","GDF7-BMPR1A+BMPR2",NA,"curated","PMID:22710174","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1",""
"GDF7-BMPR1B+BMPR2","Growth differentiation factor","GDF7","BMPR1B_BMPR2","","","","","Ligand-Receptor","GDF7-BMPR1B+BMPR2",NA,"curated","PMID:22710174","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1",""
"GDF9-BMPR2+TGFBR1","Growth differentiation factor","GDF9","TGFR_BMPR2","","","","","Ligand-Receptor","GDF9-BMPR2+TGFBR1",NA,"curated","PMID:12135884","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1",""
"MSTN-ACVR1B+ACVR2B","Growth differentiation factor","MSTN","ACVR_1B2B_receptor","","","","","Ligand-Receptor","MSTN-ACVR1B+ACVR2B",NA,"curated","PMID:22710174","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1",""
"MSTN-ACVR2A+TGFBR1","Growth differentiation factor","MSTN","TGFR_AVR2A","","","","","Ligand-Receptor","MSTN-ACVR2A+TGFBR1",NA,"curated","PMID:22710174","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1",""
"MSTN-ACVR2B+TGFBR1","Growth differentiation factor","MSTN","TGFR_AVR2B","","","","","Ligand-Receptor","MSTN-ACVR2B+TGFBR1",NA,"curated","PMID:22710174","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1",""
"BTC-ERBB3","Betacellulin","BTC","ERBB3","","","","","Ligand-Receptor","BTC-ERBB3",NA,"curated","uniprot","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1",""
"BTC-ERBB4","Betacellulin","BTC","ERBB4","","","","","Ligand-Receptor","BTC-ERBB4",NA,"curated","uniprot","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1",""
"GHRH-GHRHR","Growth hormone-releasing hormone","GHRH","GHRHR","","","","","Ligand-Receptor","GHRH-GHRHR",NA,"curated","uniprot;HMRbase;reactome","True","LGarciaAlonso","","R-HSA-420243","",NA,"","CellPhoneDBcore<=4.1",""
"GHRL-GHRHR","Growth hormone-releasing hormone","GHRL","GHRHR","","","","","Ligand-Receptor","GHRL-GHRHR",NA,"curated","uniprot;HMRbase;reactome","True","LGarciaAlonso","","R-HSA-947647","",NA,"","CellPhoneDBcore<=4.1",""
"GHRL-GHSR","Growth hormone-releasing hormone","GHRL","GHSR","","","","","Ligand-Receptor","GHRL-GHSR",NA,"curated","uniprot;reactome;IUPHAR","True","JCranley","","","",NA,"","CellPhoneDBcore4.1",""
"GHRL-GPR39","Growth hormone-releasing hormone","GHRL","GPR39","","","","","Ligand-Receptor","GHRL-GPR39",NA,"curated","GPCRdb (https://gpcrdb.org/ligand/endogenousbrowser/)","True","JCranley","","","",NA,"","CellPhoneDBcore4.1",""
"HDC-HRH1","Histamine","Histamine_byHDC","HRH1","","","","","Ligand-Receptor","HDC-HRH1",NA,"curated","uniprot;reactome","False","LGarciaAlonso","","R-HSA-390912","",NA,"","CellPhoneDBcore<=4.1",""
"HDC-HRH2","Histamine","Histamine_byHDC","HRH2","","","","","Ligand-Receptor","HDC-HRH2",NA,"curated","uniprot;reactome","False","LGarciaAlonso","","R-HSA-390909","",NA,"","CellPhoneDBcore<=4.1",""
"HDC-HRH3","Histamine","Histamine_byHDC","HRH3","","","","","Ligand-Receptor","HDC-HRH3",NA,"curated","uniprot;reactome","False","LGarciaAlonso","","R-HSA-390886","",NA,"","CellPhoneDBcore<=4.1",""
"HDC-HRH4","Histamine","Histamine_byHDC","HRH4","","","","","Ligand-Receptor","HDC-HRH4",NA,"curated","uniprot;reactome","False","LGarciaAlonso","","R-HSA-390886","",NA,"","CellPhoneDBcore<=4.1",""
"HLA-A-KIR3DL1","HLA","HLA-A","KIR3DL1","","","","","Ligand-Receptor","HLA-A-KIR3DL1",NA,"curated","uniprot","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1",""
"HLA-B-KIR3DL2","HLA","HLA-B","KIR3DL2","","","","","Ligand-Receptor","HLA-B-KIR3DL2",NA,"curated","uniprot","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1",""
"HLA-C-KIR2DL1","HLA","HLA-C","KIR2DL1","","","","","Ligand-Receptor","HLA-C-KIR2DL1",NA,"curated","PMID:28484462","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1",""
"HLA-C-KIR2DL3","HLA","HLA-C","KIR2DL3","","","","","Ligand-Receptor","HLA-C-KIR2DL3",NA,"curated","PMID:28484462","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1",""
"HLA-E-KLRC1","HLA","HLA-E","KLRC1","","","","","Ligand-Receptor","HLA-E-KLRC1",NA,"curated","Induces_NK_Cell_Inhibition._Reviewed_in_PMID:24223577","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1",""
"HLA-E-KLRC1+KLRD1","HLA","HLA-E","CD94:NKG2A","","","","","Ligand-Receptor","HLA-E-KLRC1+KLRD1",NA,"curated","PMID:28484462","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1",""
"HLA-E-KLRC2","HLA","HLA-E","KLRC2","","","","","Ligand-Receptor","HLA-E-KLRC2",NA,"curated","activating_interaction._uniprot_&_PMID:26697006","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1",""
"HLA-E-KLRC2+KLRD1","HLA","HLA-E","CD94:NKG2C","","","","","Ligand-Receptor","HLA-E-KLRC2+KLRD1",NA,"curated","PMID:28484462","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1",""
"HLA-E-KLRC3+KLRD1","HLA","HLA-E","CD94:NKG2E","","","","","Ligand-Receptor","HLA-E-KLRC3+KLRD1",NA,"curated","PMID:28484462","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1",""
"HLA-E-KLRK1","HLA","HLA-E","KLRK1","","","","","Ligand-Receptor","HLA-E-KLRK1",NA,"curated","Induces_NK_Cell_Activation._Reviewed_in_PMID:24223577","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1",""
"HLA-F-KIR3DL1","HLA","HLA-F","KIR3DL1","","","","","Ligand-Receptor","HLA-F-KIR3DL1",NA,"curated","PMID:27455421","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1",""
"HLA-F-KIR3DL2","HLA","HLA-F","KIR3DL2","","","","","Ligand-Receptor","HLA-F-KIR3DL2",NA,"curated","PMID:27455421","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1",""
"HLA-F-KIR3DS1","HLA","HLA-F","KIR3DS1","","","","","Ligand-Receptor","HLA-F-KIR3DS1",NA,"curated","PMID:27455421","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1",""
"HLA-F-LILRB1","HLA","HLA-F","LILRB1","","","","","Ligand-Receptor","HLA-F-LILRB1",NA,"curated","PMID:11169396","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1",""
"HLA-F-LILRB2","HLA","HLA-F","LILRB2","","","","","Ligand-Receptor","HLA-F-LILRB2",NA,"curated","PMID:11169396","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1",""
"HLA-G-LILRB1","HLA","HLA-G","LILRB1","","","","","Ligand-Receptor","HLA-G-LILRB1",NA,"curated","uniprot;Induces_NK_Cell_Inhibition._Reviewed_in_PMID:24987108","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1",""
"HLA-G-LILRB2","HLA","HLA-G","LILRB2","","","","","Ligand-Receptor","HLA-G-LILRB2",NA,"curated","uniprot","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1",""
"MT-RNR2-FPR2","Humanin","MT-RNR2","FPR2","","","","","Ligand-Receptor","MT-RNR2-FPR2",NA,"curated","reactome","True","LGarciaAlonso","R-HSA-416459","R-HSA-391913","",NA,"","CellPhoneDBcore<=4.1",""
"MT-RNR2-FPR3","Humanin","MT-RNR2","FPR3","","","","","Ligand-Receptor","MT-RNR2-FPR3",NA,"curated","reactome","True","LGarciaAlonso","R-HSA-444847","R-HSA-444476","",NA,"","CellPhoneDBcore<=4.1",""
"IHH-BOC+PTCH1","Indian hedgehog","IHH","PTCH_BOC_transmembrane_receptor","","","","","Ligand-Receptor","IHH-BOC+PTCH1",NA,"curated","reactome","True","LGarciaAlonso","","R-HSA-5632653","",NA,"","CellPhoneDBcore<=4.1",""
"IHH-CDON+PTCH1","Indian hedgehog","IHH","PTCH_CDON_transmembrane_receptor","","","","","Ligand-Receptor","IHH-CDON+PTCH1",NA,"curated","reactome","True","LGarciaAlonso","","R-HSA-5632653","",NA,"","CellPhoneDBcore<=4.1",""
"IHH-GAS1+PTCH1","Indian hedgehog","IHH","PTCH_GAS1_transmembrane_receptor","","","","","Ligand-Receptor","IHH-GAS1+PTCH1",NA,"curated","reactome","True","LGarciaAlonso","","R-HSA-5632653","",NA,"","CellPhoneDBcore<=4.1",""
"IHH-HHIP","Indian hedgehog","IHH","HHIP","","","","","Ligand-Ligand","IHH-HHIP",NA,"curated","reactome;PMID:10050855","True","LGarciaAlonso","","R-HSA-445448","",NA,"","CellPhoneDBcore<=4.1","Inhibitory"
"INHBA+INHBB-ACVR1+ACVR2A","Inhibin/Activin","Activin_ligand_ab","ACVR_1A2A_receptor","","","","","Ligand-Receptor","INHBA+INHBB-ACVR1+ACVR2A",NA,"curated","less_common_binding;PMID:22710174;PMID:22991378_","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1",""
"INHBA+INHBB-ACVR1+ACVR2B","Inhibin/Activin","Activin_ligand_ab","ACVR_1A2B_receptor","","","","","Ligand-Receptor","INHBA+INHBB-ACVR1+ACVR2B",NA,"curated","less_common_binding;PMID:22710174;PMID:22991378_","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1",""
"INHBA+INHBB-ACVR1B+ACVR2A","Inhibin/Activin","Activin_ligand_ab","ACVR_1B2A_receptor","","","","","Ligand-Receptor","INHBA+INHBB-ACVR1B+ACVR2A",NA,"curated","PMID:22710174;PMID:22991378","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1",""
"INHBA+INHBB-ACVR1B+ACVR2B","Inhibin/Activin","Activin_ligand_ab","ACVR_1B2B_receptor","","","","","Ligand-Receptor","INHBA+INHBB-ACVR1B+ACVR2B",NA,"curated","PMID:22710174;PMID:22991378","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1",""
"INHBA+INHBB-ACVR1C+ACVR2A","Inhibin/Activin","Activin_ligand_ab","ACVR_1C2A_receptor","","","","","Ligand-Receptor","INHBA+INHBB-ACVR1C+ACVR2A",NA,"curated","PMID:22710174;PMID:22991378","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1",""
"INHBA+INHBB-ACVR1C+ACVR2B","Inhibin/Activin","Activin_ligand_ab","ACVR_1C2B_receptor","","","","","Ligand-Receptor","INHBA+INHBB-ACVR1C+ACVR2B",NA,"curated","PMID:22710174;PMID:22991378","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1",""
"INS-INSR","Insulin-like precursor","INS","INSR","","","","","Ligand-Receptor","INS-INSR",NA,"curated","uniprot","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1",""
"INSL3-RXFP2","Insulin-like precursor","INSL3","RXFP2","","","","","Ligand-Receptor","INSL3-RXFP2",NA,"curated","uniprot;reactome","True","LGarciaAlonso","R-HSA-444902","R-HSA-444879","",NA,"","CellPhoneDBcore<=4.1",""
"INSL5-RXFP4","Insulin-like precursor","INSL5","RXFP4","","","","","Ligand-Receptor","INSL5-RXFP4",NA,"curated","uniprot;reactome","True","LGarciaAlonso","R-HSA-444907","R-HSA-444859","",NA,"","CellPhoneDBcore<=4.1",""
"IGF1-GPC3+IGF1R","Insulin-like growth factor","IGF1","IGF1R_enhancerComGPC3","","","","","Ligand-Receptor","IGF1-GPC3+IGF1R",NA,"curated","PMID:18413366","True","LGarciaAlonso","","","",NA,"","CellPhoneDBcore<=4.1",""
"IGF1-IGF1R","Insulin-like growth factor","IGF1","IGF1R","","","","","Ligand-Receptor","IGF1-IGF1R",NA,"curated","uniprot","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1",""
"IGF1-ITGA6+ITGB4","Insulin-like growth factor","IGF1","integrin_a6b4_complex","","","","","Ligand-Receptor","IGF1-ITGA6+ITGB4",NA,"curated","uniprot","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1",""
"IGF1-ITGAV+ITGB3","Insulin-like growth factor","IGF1","integrin_aVb3_complex","","","","","Ligand-Receptor","IGF1-ITGAV+ITGB3",NA,"curated","uniprot","True","LGarciaAlonso","","","",NA,"","CellPhoneDBcore<=4.1",""
"IGF2-IGF1R","Insulin-like growth factor","IGF2","IGF1R","","","","","Ligand-Receptor","IGF2-IGF1R",NA,"curated","PMID:27102148","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1",""
"IGF2-IGF2R","Insulin-like growth factor","IGF2","IGF2R","","","","","Ligand-Receptor","IGF2-IGF2R",NA,"curated","uniprot","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1",""
"IGFBP3-TMEM219","Insulin-like growth factor","IGFBP3","TMEM219","","","","","Ligand-Receptor","IGFBP3-TMEM219",NA,"curated","reactome;uniprot;PMID:20353938","True","LGarciaAlonso","R-HSA-6800024","R-HSA-6800035","",NA,"","CellPhoneDBcore<=4.1",""
"IGFL1-IGFLR1","Insulin-like growth factor","IGFL1","IGFLR1","","","","","Ligand-Receptor","IGFL1-IGFLR1",NA,"curated","uniprot","True","LGarciaAlonso","","","",NA,"","CellPhoneDBcore<=4.1",""
"IGFL2-IGFLR1","Insulin-like growth factor","IGFL2","IGFLR1","","","","","Ligand-Receptor","IGFL2-IGFLR1",NA,"curated","uniprot","True","LGarciaAlonso","","","",NA,"","CellPhoneDBcore<=4.1",""
"IGFL3-IGFLR1","Insulin-like growth factor","IGFL3","IGFLR1","","","","","Ligand-Receptor","IGFL3-IGFLR1",NA,"curated","uniprot","True","LGarciaAlonso","","","",NA,"","CellPhoneDBcore<=4.1",""
"IFNA1-IFNAR1+IFNAR2","Interferon","IFNA1","Type_I_IFNR","","","","","Ligand-Receptor","IFNA1-IFNAR1+IFNAR2",NA,"curated","PMID:9208871","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1",""
"IFNA10-IFNAR1+IFNAR2","Interferon","IFNA10","Type_I_IFNR","","","","","Ligand-Receptor","IFNA10-IFNAR1+IFNAR2",NA,"curated","uniprot","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1",""
"IFNA14-IFNAR1+IFNAR2","Interferon","IFNA14","Type_I_IFNR","","","","","Ligand-Receptor","IFNA14-IFNAR1+IFNAR2",NA,"curated","uniprot","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1",""
"IFNA16-IFNAR1+IFNAR2","Interferon","IFNA16","Type_I_IFNR","","","","","Ligand-Receptor","IFNA16-IFNAR1+IFNAR2",NA,"curated","uniprot","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1",""
"IFNA17-IFNAR1+IFNAR2","Interferon","IFNA17","Type_I_IFNR","","","","","Ligand-Receptor","IFNA17-IFNAR1+IFNAR2",NA,"curated","uniprot","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1",""
"IFNA2-IFNAR1+IFNAR2","Interferon","IFNA2","Type_I_IFNR","","","","","Ligand-Receptor","IFNA2-IFNAR1+IFNAR2",NA,"curated","PDB:3se3","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1",""
"IFNA21-IFNAR1+IFNAR2","Interferon","IFNA21","Type_I_IFNR","","","","","Ligand-Receptor","IFNA21-IFNAR1+IFNAR2",NA,"curated","uniprot","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1",""
"IFNA4-IFNAR1+IFNAR2","Interferon","IFNA4","Type_I_IFNR","","","","","Ligand-Receptor","IFNA4-IFNAR1+IFNAR2",NA,"curated","uniprot","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1",""
"IFNA5-IFNAR1+IFNAR2","Interferon","IFNA5","Type_I_IFNR","","","","","Ligand-Receptor","IFNA5-IFNAR1+IFNAR2",NA,"curated","uniprot","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1",""
"IFNA6-IFNAR1+IFNAR2","Interferon","IFNA6","Type_I_IFNR","","","","","Ligand-Receptor","IFNA6-IFNAR1+IFNAR2",NA,"curated","uniprot","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1",""
"IFNA7-IFNAR1+IFNAR2","Interferon","IFNA7","Type_I_IFNR","","","","","Ligand-Receptor","IFNA7-IFNAR1+IFNAR2",NA,"curated","uniprot","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1",""
"IFNA8-IFNAR1+IFNAR2","Interferon","IFNA8","Type_I_IFNR","","","","","Ligand-Receptor","IFNA8-IFNAR1+IFNAR2",NA,"curated","uniprot","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1",""
"IFNB1-IFNAR1+IFNAR2","Interferon","IFNB1","Type_I_IFNR","","","","","Ligand-Receptor","IFNB1-IFNAR1+IFNAR2",NA,"curated","PMID:9208871","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1",""
"IFNE-IFNAR1+IFNAR2","Interferon","IFNE","Type_I_IFNR","","","","","Ligand-Receptor","IFNE-IFNAR1+IFNAR2",NA,"curated","PMID:9208871","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1",""
"IFNG-IFNGR1+IFNGR2","Interferon","IFNG","Type_II_IFNR","","","","","Ligand-Receptor","IFNG-IFNGR1+IFNGR2",NA,"curated","PMID:9208871","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1",""
"IFNK-IFNAR1+IFNAR2","Interferon","IFNK","Type_I_IFNR","","","","","Ligand-Receptor","IFNK-IFNAR1+IFNAR2",NA,"curated","PMID:9208871","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1",""
"IFNL1-IFNLR1+IL10RB","Interferon","IFNL1","Type_III_IFNR","","","","","Ligand-Receptor","IFNL1-IFNLR1+IL10RB",NA,"curated","PMID:9208871","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1",""
"IFNL2-IFNLR1+IL10RB","Interferon","IFNL2","Type_III_IFNR","","","","","Ligand-Receptor","IFNL2-IFNLR1+IL10RB",NA,"curated","PMID:9208871","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1",""
"IFNL3-IFNLR1+IL10RB","Interferon","IFNL3","IL28_receptor","","","","","Ligand-Receptor","IFNL3-IFNLR1+IL10RB",NA,"curated","5t5w;PDB","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1",""
"IFNW1-IFNAR1+IFNAR2","Interferon","IFNW1","Type_I_IFNR","","","","","Ligand-Receptor","IFNW1-IFNAR1+IFNAR2",NA,"curated","PMID:9208871","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1",""
"EBI3+IL12A-IL12RB2+IL6ST","Interleukin","IL35","IL35_receptor","","","","","Ligand-Receptor","EBI3+IL12A-IL12RB2+IL6ST",NA,"curated","uniprot","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1",""
"EBI3+IL27-IL27RA+IL6ST","Interleukin","IL27","IL27_receptor","","","","","Ligand-Receptor","EBI3+IL27-IL27RA+IL6ST",NA,"curated","uniprot","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1",""
"IL10-IL10RA+IL10RB","Interleukin","IL10","IL10_receptor","","","","","Ligand-Receptor","IL10-IL10RA+IL10RB",NA,"curated","PDB:1j7v_partially","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1",""
